N,P,K,temperature,humidity,ph,rainfall,label,NPK_ratio,N_to_K,Total_Nutrients
17,58,20,28.06642822,85.91625451,6.42937879,39.23831035,mungbean,31.666666666666668,0.85,95
25,40,21,27.73329078,81.13903037,6.248900919,44.17580911,mungbean,28.666666666666668,1.1904761904761905,86
2,38,18,27.53632932,89.92908171,6.619891497999999,45.48591922,mungbean,19.333333333333332,0.1111111111111111,58
9,48,20,29.66461594,84.28187572,6.377568542000001,56.09542002,mungbean,25.666666666666668,0.45,77
37,49,25,29.914544300000006,85.85384444,6.415459592,41.39081525,mungbean,37.0,1.48,111
36,38,15,28.36363858,87.59810657,6.3206620120000006,57.99524359,mungbean,29.666666666666668,2.4,89
40,58,15,29.46416042,87.60890009,6.978400282000001,43.15411472,mungbean,37.666666666666664,2.6666666666666665,113
30,44,16,29.73013036,82.89166381,6.442335592999999,50.91511275,mungbean,30.0,1.875,90
1,59,23,27.46852989,87.17649,7.184398832,43.78420984,mungbean,27.666666666666668,0.043478260869565216,83
9,48,22,27.77076285,87.09979549,6.402926221,49.50812624,mungbean,26.333333333333332,0.4090909090909091,79
14,41,17,29.12939524,88.48312598,7.085982325,36.45012824,mungbean,24.0,0.8235294117647058,72
35,52,19,27.10606808,89.89593328,6.698574085,37.45680611,mungbean,35.333333333333336,1.8421052631578947,106
31,48,17,28.88078945,86.94206817,6.594739424,53.79732545,mungbean,32.0,1.8235294117647058,96
4,41,20,28.14720892,83.8001509,6.647965508,37.44800463,mungbean,21.666666666666668,0.2,65
30,37,25,29.89129144,80.14487166,7.120032489,54.7960127,mungbean,30.666666666666668,1.2,92
9,35,20,27.41503453,80.98004661,6.91380932,40.53173216,mungbean,21.333333333333332,0.45,64
20,41,20,29.27308605,89.4875022,7.073048264,50.9246554,mungbean,27.0,1.0,81
37,50,23,29.65296893,88.48587386,6.5304707,56.01913159,mungbean,36.666666666666664,1.608695652173913,110
34,35,21,28.44524991,82.67639542,6.684381357,58.18713162,mungbean,30.0,1.619047619047619,90
14,37,15,27.96235681,83.97586797,6.581351374,48.9366954,mungbean,22.0,0.9333333333333333,66
23,39,22,29.25649321,81.97952224,6.86483915,42.02483277,mungbean,28.0,1.0454545454545454,84
5,45,21,28.36291385,88.00989267,6.487124217000001,43.05130077,mungbean,23.666666666666668,0.23809523809523808,71
22,37,20,27.62749466,86.49366929,6.605733067999999,39.26137642,mungbean,26.333333333333332,1.1,79
40,51,17,28.66086349,86.12194568,6.860602782000001,50.01534317,mungbean,36.0,2.3529411764705883,108
27,56,20,29.2114218,87.11497805,6.41874299,51.53848218,mungbean,34.333333333333336,1.35,103
31,40,22,29.40889385,86.16063492,6.365513634,53.35486977,mungbean,31.0,1.4090909090909092,93
38,36,21,28.02952623,84.8845732,6.5563729660000005,36.12042927,mungbean,31.666666666666668,1.8095238095238095,95
6,37,17,28.08657178,80.35005927,6.760694227999999,38.14476781,mungbean,20.0,0.35294117647058826,60
6,47,18,29.16174608,80.28038146,6.715276662999999,40.16545979,mungbean,23.666666666666668,0.3333333333333333,71
24,44,17,29.8596912,80.03499648,6.666380512000001,50.66487502,mungbean,28.333333333333332,1.411764705882353,85
25,59,19,29.06631494,83.6869203,6.626629798,43.95183726,mungbean,34.333333333333336,1.3157894736842106,103
32,56,21,27.38538997,88.66663953,6.702772465,58.29933073,mungbean,36.333333333333336,1.5238095238095237,109
8,45,18,27.93034941,85.42058715,7.011030515,43.25095608,mungbean,23.666666666666668,0.4444444444444444,71
19,39,17,29.2808618,81.8009244,6.890156495,44.47427436,mungbean,25.0,1.1176470588235294,75
39,37,15,28.9973145,83.78911515,6.821747052,59.84499208,mungbean,30.333333333333332,2.6,91
33,37,19,27.92678579,86.5543196,7.183189922,43.4826194,mungbean,29.666666666666668,1.736842105263158,89
26,54,17,28.5474135,88.9570454,6.27258822,49.4897245,mungbean,32.333333333333336,1.5294117647058822,97
21,51,15,29.36488409,89.1886954,6.679127482,48.30159325,mungbean,29.0,1.4,87
22,54,20,28.56149805,83.63802195,6.689825155,41.013132,mungbean,32.0,1.1,96
29,45,16,28.43683487,87.91332682,6.583381939,43.12063289,mungbean,30.0,1.8125,90
4,40,21,28.79728147,80.45744422,6.725551062,44.30070517,mungbean,21.666666666666668,0.19047619047619047,65
10,37,22,28.7275267,89.12760359,7.069747813999999,58.52974279,mungbean,23.0,0.45454545454545453,69
4,44,19,27.95639663,83.52706038,6.921993877999999,43.25726752,mungbean,22.333333333333332,0.21052631578947367,67
20,45,17,28.17458662,83.69659318,6.770955317,37.2464655,mungbean,27.333333333333332,1.1764705882352942,82
23,45,23,28.77653519,86.69133979,6.983130466,56.12443206,mungbean,30.333333333333332,1.0,91
25,48,21,28.438097,83.48991368,6.267684328,52.55469976,mungbean,31.333333333333332,1.1904761904761905,94
56,79,15,29.48439992,63.19915325,7.454532137,71.89090748,blackgram,50.0,3.7333333333333334,150
25,62,21,26.73433965,68.13999721,7.040056094,67.15096376,blackgram,36.0,1.1904761904761905,108
42,61,22,26.27274407,62.28814857,7.418650668,70.23207557,blackgram,41.666666666666664,1.9090909090909092,125
42,73,25,34.03679184,67.21113844,6.501869314,73.23573601,blackgram,46.666666666666664,1.68,140
44,58,18,28.03644051,65.06601664,6.814410927999999,72.49507741,blackgram,40.0,2.4444444444444446,120
50,55,16,28.81460716,65.33538112,7.581442888,62.26242533,blackgram,40.333333333333336,3.125,121
35,72,21,34.03619494,64.28791388,7.741418772,66.85510868,blackgram,42.666666666666664,1.6666666666666667,128
30,64,20,33.8642935,61.57072498,6.573531614,68.02199825,blackgram,38.0,1.5,114
27,64,21,32.84213012,68.68401492,7.543804222999999,73.67166182,blackgram,37.333333333333336,1.2857142857142858,112
50,74,17,27.10053268,63.36085585,6.5408208,73.84949872,blackgram,47.0,2.9411764705882355,141
39,73,24,25.65842532,61.18235808,7.22405917,69.28607828,blackgram,45.333333333333336,1.625,136
57,67,25,32.34744009,66.61452812,7.551364319,64.55882254,blackgram,49.666666666666664,2.28,149
52,63,19,29.58949031,68.32176769,6.928898659,67.53021213,blackgram,44.666666666666664,2.736842105263158,134
55,66,22,30.91219459,68.79427388,7.747775262999999,66.63830637,blackgram,47.666666666666664,2.5,143
51,56,18,28.12787838,64.2097765,6.706505915,70.86340755,blackgram,41.666666666666664,2.8333333333333335,125
36,66,15,30.08545364,69.34811988,6.668238556,67.1367443,blackgram,39.0,2.4,117
59,55,19,31.74379487,62.51007687,7.332375138,68.97097538,blackgram,44.333333333333336,3.1052631578947367,133
50,58,23,27.81326852,62.50460464,7.596802025,69.75555541,blackgram,43.666666666666664,2.1739130434782608,131
30,65,25,32.88733849,64.59457409,7.70650895,71.50569456,blackgram,40.0,1.2,120
20,62,18,29.36358721,64.98742947,7.366542647,61.91208707,blackgram,33.333333333333336,1.1111111111111112,100
58,71,15,27.82592799,67.58618829999999,6.919243702,74.01229707,blackgram,48.0,3.8666666666666667,144
25,71,24,28.49538735,60.44848407,7.187721817999999,74.91559514,blackgram,40.0,1.0416666666666667,120
52,71,16,27.74274761,68.53997144,7.0758864720000005,71.78615328,blackgram,46.333333333333336,3.25,139
40,63,18,30.41588462,67.66323804,6.74441168,63.02473185,blackgram,40.333333333333336,2.2222222222222223,121
20,60,25,27.3254209,69.09047809,6.726469087999999,61.19250859,blackgram,35.0,0.8,105
48,61,21,30.28496619,61.69295127,6.628264883,65.62859526,blackgram,43.333333333333336,2.2857142857142856,130
49,68,22,28.56840626,61.53278622,7.127064207,63.49726331,blackgram,46.333333333333336,2.227272727272727,139
48,62,15,25.36586097,66.6379724,7.538631462000001,65.81655892,blackgram,41.666666666666664,3.2,125
32,66,17,34.9466155,65.26774011,7.162357641,70.1415139,blackgram,38.333333333333336,1.8823529411764706,115
21,63,22,25.09737391,67.72837887,6.859409487000001,74.61649888,blackgram,35.333333333333336,0.9545454545454546,106
20,72,19,32.47648301,64.34848735,7.397190844,65.82045699999999,blackgram,37.0,1.0526315789473684,111
25,65,21,33.86351172,68.59232289,6.880245789,69.24464096,blackgram,37.0,1.1904761904761905,111
41,78,21,25.19857725,60.37332688,6.581313137,70.88787207,blackgram,46.666666666666664,1.9523809523809523,140
53,67,17,31.77681682,69.01852894,7.296972161,61.46892873,blackgram,45.666666666666664,3.1176470588235294,137
39,60,21,34.89814946,63.59948557,6.97297656,64.72797143,blackgram,40.0,1.8571428571428572,120
25,76,17,31.74105409,68.63525428,7.241148507,62.3061735,blackgram,39.333333333333336,1.4705882352941178,118
21,78,19,27.16159076,66.76017239,6.92009048,69.85112265,blackgram,39.333333333333336,1.105263157894737,118
57,60,17,26.23773129,67.88521396,7.504608385,73.58663968,blackgram,44.666666666666664,3.3529411764705883,134
56,75,15,30.20157245,60.06534859,7.152272256,66.37171179,blackgram,48.666666666666664,3.7333333333333334,146
49,72,15,31.55846339,67.83563765,7.137004749,74.86960831,blackgram,45.333333333333336,3.2666666666666666,136
24,80,19,29.67892453,69.0854554,6.8080417220000005,65.66436565,blackgram,41.0,1.263157894736842,123
49,76,18,27.05365239,67.7017527,7.393631868,60.4693835,blackgram,47.666666666666664,2.7222222222222223,143
28,68,19,34.63880966,61.38597868,7.69950698,72.43169115,blackgram,38.333333333333336,1.4736842105263157,115
55,78,21,33.39438752,62.93692886,6.602888248999999,63.57445989,blackgram,51.333333333333336,2.619047619047619,154
50,64,25,28.84079155,63.37230676,6.734447425,70.25496749,blackgram,46.333333333333336,2.0,139
34,80,19,31.49338309,63.0563645,6.521217963,71.48327008,blackgram,44.333333333333336,1.7894736842105263,133
20,68,23,25.54960633,63.95425534,7.707332484,63.1830529,blackgram,37.0,0.8695652173913043,111
55,67,16,34.37329112,69.69366426,6.596719015,70.27184748,blackgram,46.0,3.4375,138
23,70,15,34.600824700000004,63.11296779,7.403623355,60.41790253,blackgram,36.0,1.5333333333333334,108
53,74,15,29.43463808,64.94329356,7.517097,72.17818157,blackgram,47.333333333333336,3.533333333333333,142
26,67,16,29.10713092,67.90577375,7.17620823,67.83345933,blackgram,36.333333333333336,1.625,109
33,80,22,28.57006111,65.71765781,6.593961761,70.0866434,blackgram,45.0,1.5,135
37,79,19,27.54384835,69.3478631,7.143942758,69.40878198,blackgram,45.0,1.9473684210526316,135
33,75,21,33.04687968,68.93875631,6.690655045,62.30278274,blackgram,43.0,1.5714285714285714,129
22,55,20,33.95309131,69.96100028,7.423530351,61.16350463,blackgram,32.333333333333336,1.1,97
20,68,17,30.11873003,60.11680815,6.578714842999999,71.72980375,blackgram,35.0,1.1764705882352942,105
43,68,20,29.57812712,66.17587668,7.497469256,69.43895491,blackgram,43.666666666666664,2.15,131
44,76,22,27.26458947,68.01232937,7.775306272000001,68.91754359,blackgram,47.333333333333336,2.0,142
34,60,16,31.35730791,64.24992106,7.322555222999999,63.85668948,blackgram,36.666666666666664,2.125,110
21,72,17,31.52104732,66.55723677,7.580527339,61.71111448,blackgram,36.666666666666664,1.2352941176470589,110
25,68,19,29.39982732,64.25510719,7.1084501210000015,67.47677295,blackgram,37.333333333333336,1.3157894736842106,112
41,62,15,29.38400259,64.14928485,7.358974541,65.24194361,blackgram,39.333333333333336,2.7333333333333334,118
28,65,23,28.38686534,61.88871127,7.405176138,74.24459122,blackgram,38.666666666666664,1.2173913043478262,116
35,64,15,28.47442276,63.53604453,6.500144962,69.5274407,blackgram,38.0,2.3333333333333335,114
52,58,16,30.64095781,61.14508627,7.167435834,71.36947525,blackgram,42.0,3.25,126
58,75,25,25.25596239,61.36669662,7.261791753,68.64685069,blackgram,52.666666666666664,2.32,158
34,66,19,32.97030511,60.18122078,7.586642101,73.44678678,blackgram,39.666666666666664,1.7894736842105263,119
52,70,16,33.66855394,66.60416867,7.534811832999999,67.32520551,blackgram,46.0,3.25,138
23,57,19,32.83963757,67.99803573,7.251000789,73.40452716,blackgram,33.0,1.2105263157894737,99
42,58,25,27.45853567,62.90020977,6.513620917999999,69.46020927,blackgram,41.666666666666664,1.68,125
37,62,17,25.68576704,69.84354028,7.121254928,74.62068748,blackgram,38.666666666666664,2.176470588235294,116
44,75,22,30.0328403,64.14800537,7.574561547,71.21006868,blackgram,47.0,2.0,141
21,80,20,28.20667264,68.27085245,7.350869792,64.32887142,blackgram,40.333333333333336,1.05,121
56,76,16,28.27265858,61.18956161,7.5131510760000015,63.29900785,blackgram,49.333333333333336,3.5,148
29,76,15,28.541723600000005,64.2020154,7.0256077060000015,69.68862306,blackgram,40.0,1.9333333333333333,120
43,61,20,26.87187036,61.61367264,6.804253866,63.51822045,blackgram,41.333333333333336,2.15,124
55,60,15,32.79766751,68.77994074,7.163043872,64.11411069,blackgram,43.333333333333336,3.6666666666666665,130
44,63,15,26.42333018,64.51136845,7.338929556,63.46546487,blackgram,40.666666666666664,2.933333333333333,122
29,67,21,29.79181107,63.38789228,6.621323612,63.02169909,blackgram,39.0,1.380952380952381,117
47,63,16,27.44003279,67.10464369,6.661870999,72.50669768,blackgram,42.0,2.9375,126
40,68,17,34.1262979,65.14877461,7.733149554,70.40795007,blackgram,41.666666666666664,2.3529411764705883,125
58,61,15,30.94908189,64.23364112,7.402891666,62.78730907,blackgram,44.666666666666664,3.8666666666666667,134
41,74,18,28.75751783,61.02701476,6.599147297999999,73.37686831,blackgram,44.333333333333336,2.2777777777777777,133
58,79,17,27.24766491,66.10123083,7.04174124,62.31842057,blackgram,51.333333333333336,3.411764705882353,154
27,62,24,28.63005477,66.770943,7.353876754,62.2737345,blackgram,37.666666666666664,1.125,113
27,60,17,26.41768321,63.64698302,7.026795358999999,64.42177127,blackgram,34.666666666666664,1.588235294117647,104
52,65,20,32.81705216,66.15665137,6.814301033,68.83924882,blackgram,45.666666666666664,2.6,137
44,55,25,29.6321052,65.91359954,7.42160832,71.16331975,blackgram,41.333333333333336,1.76,124
21,62,24,33.49077065,62.73317204,6.8473828910000005,65.45328463,blackgram,35.666666666666664,0.875,107
60,59,22,31.86847286,66.74217464,7.191522601,74.22238583,blackgram,47.0,2.727272727272727,141
33,77,21,30.32992227,65.62971858,7.01285529,71.64631281,blackgram,43.666666666666664,1.5714285714285714,131
59,58,17,28.546224,66.31394098,7.368318809,62.83469851,blackgram,44.666666666666664,3.4705882352941178,134
29,63,17,30.02629908,67.88811637,7.26154329,66.47264636,blackgram,36.333333333333336,1.7058823529411764,109
59,63,18,31.65531175,60.13263713,6.52669158,66.69096751,blackgram,46.666666666666664,3.2777777777777777,140
29,70,15,30.33499674,63.54718862,6.872594461,74.16699119,blackgram,38.0,1.9333333333333333,114
58,73,16,33.36984395,65.67718163,6.874142175,64.89517488,blackgram,49.0,3.625,147
55,77,22,31.4345059,62.99303471,7.76061831,64.77651469,blackgram,51.333333333333336,2.5,154
42,79,23,27.71678273,63.29103387,6.781841984,68.56507978,blackgram,48.0,1.826086956521739,144
44,77,21,32.63918668,61.3009051,7.326980454,61.83876146,blackgram,47.333333333333336,2.0952380952380953,142
38,62,25,32.7477393,67.77954584,7.453975408,63.37784443,blackgram,41.666666666666664,1.52,125
32,76,15,28.05153602,63.49802189,7.604110177000001,43.35795377,lentil,41.0,2.1333333333333333,123
13,61,22,19.44084326,63.27771461,7.728832424,46.83130119,lentil,32.0,0.5909090909090909,96
38,60,20,29.84823072,60.63872613,7.491217102,46.80452595,lentil,39.333333333333336,1.9,118
11,74,17,21.36383757,69.92375891,6.633864582,46.6352865,lentil,34.0,0.6470588235294118,102
37,71,16,26.28663931,68.51966729,7.324863481,46.13833007,lentil,41.333333333333336,2.3125,124
29,71,18,22.17499963,62.13873825,6.410441476,53.46622584,lentil,39.333333333333336,1.6111111111111112,118
2,72,18,26.57597546,60.97876599,7.836719564,50.89110726,lentil,30.666666666666668,0.1111111111111111,92
6,59,21,26.58972517,66.14007674,6.139215944,50.90994463,lentil,28.666666666666668,0.2857142857142857,86
13,64,20,19.1345771,62.57526895,6.590571088,36.46946971,lentil,32.333333333333336,0.65,97
8,58,17,28.75273118,69.15640149,7.286049977999999,35.15426171,lentil,27.666666666666668,0.47058823529411764,83
6,77,20,25.78746268,60.2816298,6.058306161,49.14337177,lentil,34.333333333333336,0.3,103
2,75,22,23.89271875,61.78779413,6.658605362,52.55730112,lentil,33.0,0.09090909090909091,99
3,69,23,28.67408774,63.18832976,7.299360767,42.96018627,lentil,31.666666666666668,0.13043478260869565,95
27,80,24,28.42062847,61.77336343,7.815210661,49.02366803,lentil,43.666666666666664,1.125,131
39,78,15,21.35499456,62.60136323,5.925391795,41.78219834,lentil,44.0,2.6,132
40,79,17,21.12695586,63.18738532,6.403683619,38.71834464,lentil,45.333333333333336,2.3529411764705883,136
37,62,22,24.02037872,61.62313345,7.397546271,49.78102578,lentil,40.333333333333336,1.6818181818181819,121
31,60,24,25.40474421,65.8567539,7.722335992,51.92057267,lentil,38.333333333333336,1.2916666666666667,115
22,67,22,29.03017561,64.49166566,7.475926645,54.93937710000001,lentil,37.0,1.0,111
3,78,18,20.21368219,68.65257685,6.887130053,50.89732989,lentil,33.0,0.16666666666666666,99
4,80,16,29.19585548,68.01965728,7.441976825,44.93261911,lentil,33.333333333333336,0.25,100
13,61,24,18.29783597,69.6897615,7.629910252999999,49.39111479,lentil,32.666666666666664,0.5416666666666666,98
12,66,20,27.41434987,63.41785982,7.336117221,44.43177543,lentil,32.666666666666664,0.6,98
4,61,21,24.84063998,60.09116626,6.75020529,48.77790371,lentil,28.666666666666668,0.19047619047619047,86
9,60,21,29.94413861,67.31323084,7.52178027,40.37113729,lentil,30.0,0.42857142857142855,90
18,66,22,25.87990287,67.55109024,6.347379185,47.89645224,lentil,35.333333333333336,0.8181818181818182,106
32,56,18,20.0467711,65.84395319,7.135251532000001,46.05333124,lentil,35.333333333333336,1.7777777777777777,106
6,72,15,22.99451999,66.70897237,7.670178119,54.49044154,lentil,31.0,0.4,93
15,77,20,25.13163619,66.92642362,7.399749291,49.04015558,lentil,37.333333333333336,0.75,112
0,65,24,28.49584395,62.44616219,7.841496029,53.14531023,lentil,29.666666666666668,0.0,89
30,79,22,18.28766124,69.48515056,6.254216611,48.60449438,lentil,43.666666666666664,1.3636363636363635,131
3,63,16,24.38041875,61.18458224,6.868881707999999,53.13946695,lentil,27.333333333333332,0.1875,82
2,78,23,21.31852148,66.43934593,7.320514721,45.42616802,lentil,34.333333333333336,0.08695652173913043,103
10,78,18,18.54141834,62.70637578,6.296976913,44.07819743,lentil,35.333333333333336,0.5555555555555556,106
14,67,25,25.28710601,60.85993533,7.241151936,49.37369982,lentil,35.333333333333336,0.56,106
39,65,23,25.43459777,69.12613376,7.685959305,41.02682925,lentil,42.333333333333336,1.6956521739130435,127
19,72,15,28.83600962,69.76112921,6.890760124,44.08562546,lentil,35.333333333333336,1.2666666666666666,106
18,57,21,27.37659643,63.93927841,6.155915975,49.47371773,lentil,32.0,0.8571428571428571,96
31,58,15,28.31886863,60.19461399,6.167855382000001,45.36521251,lentil,34.666666666666664,2.066666666666667,104
28,58,25,27.4818649,62.04814951,6.861640036,37.81123974,lentil,37.0,1.12,111
5,65,19,18.28072173,68.10365387,6.978361689,48.80253285,lentil,29.666666666666668,0.2631578947368421,89
16,65,19,27.61204997,69.29786244,7.043160241,42.72374404,lentil,33.333333333333336,0.8421052631578947,100
34,65,19,23.43974653,63.22011726,5.94239222,45.40277297,lentil,39.333333333333336,1.7894736842105263,118
14,69,19,20.95628486,63.68128841,7.239455147,52.39881209,lentil,34.0,0.7368421052631579,102
22,55,16,23.7937153,68.03209183,6.516317561,49.73922097,lentil,31.0,1.375,93
24,61,17,22.6371424,65.44544859,6.233269045,38.30411077,lentil,34.0,1.411764705882353,102
2,79,15,21.53577883,65.47227704,7.505283615,35.75107592,lentil,32.0,0.13333333333333333,96
26,63,17,29.87854588,65.73085206,6.950300686,44.95654782,lentil,35.333333333333336,1.5294117647058822,106
27,61,15,25.2653291,67.10004577,6.958054839,48.33941188,lentil,34.333333333333336,1.8,103
24,70,16,25.17885316,68.93307305,6.54803469,35.03484812,lentil,36.666666666666664,1.5,110
13,74,25,24.12192608,61.09533545,6.461618577,44.23629285,lentil,37.333333333333336,0.52,112
6,64,23,23.33565221,67.40460704,7.065264073,36.18678721,lentil,31.0,0.2608695652173913,93
12,58,23,21.74600081,63.39503184,6.765091462000001,50.43306085,lentil,31.0,0.5217391304347826,93
32,79,22,27.60195453,63.46170674,5.91645379,54.37814199,lentil,44.333333333333336,1.4545454545454546,133
6,68,18,24.388717,62.50453062,6.711341147000001,47.26052494,lentil,30.666666666666668,0.3333333333333333,92
10,79,20,24.98287462,66.895409,6.379881442,38.21370568,lentil,36.333333333333336,0.5,109
38,77,22,28.234829,69.3159965,6.313284267999999,35.36831423,lentil,45.666666666666664,1.7272727272727273,137
17,74,17,26.03026959,69.55863145,7.393210848,37.11395801,lentil,36.0,1.0,108
26,68,24,28.04849594,64.07691942,7.504930973,37.15824966,lentil,39.333333333333336,1.0833333333333333,118
23,75,17,24.87425505,64.00213929,7.198076286,48.28137482,lentil,38.333333333333336,1.3529411764705883,115
32,78,22,23.97081395,62.35557553,7.007037515,53.40906048,lentil,44.0,1.4545454545454546,132
19,79,19,20.06003985,67.76252583,6.677262562,42.89509057,lentil,39.0,1.0,117
22,60,18,19.59221047,61.28633405,6.74398035,41.7704893,lentil,33.333333333333336,1.2222222222222223,100
28,69,16,29.77013109,66.29327012,6.547361617999999,35.69674138,lentil,37.666666666666664,1.75,113
1,67,21,27.52135365,60.53657684,6.551577598,48.06491307,lentil,29.666666666666668,0.047619047619047616,89
12,67,23,25.62896213,63.14909763,6.585020302999999,45.49683991,lentil,34.0,0.5217391304347826,102
36,67,20,20.39078312,60.47528931,6.924042372000001,53.31508572,lentil,41.0,1.8,123
28,70,21,25.39038396,60.4989659,7.437373666,39.18374505,lentil,39.666666666666664,1.3333333333333333,119
12,71,19,24.91079638,60.71367427,7.142611056000002,42.19740397,lentil,34.0,0.631578947368421,102
22,68,16,27.70496805,63.20915034,7.74672376,37.46160727,lentil,35.333333333333336,1.375,106
26,66,22,18.06486101,65.1034354,6.300479414,51.54922825,lentil,38.0,1.1818181818181819,114
16,65,16,18.13027797,62.45851612,6.078724107,50.6128521,lentil,32.333333333333336,1.0,97
14,59,22,23.82723528,67.89815262,6.76660668,46.90725077,lentil,31.666666666666668,0.6363636363636364,95
33,59,19,23.19305333,62.74710773,7.641024177,49.55213308,lentil,37.0,1.736842105263158,111
21,63,17,25.08966129,68.17543102,6.559681838,41.45486619,lentil,33.666666666666664,1.2352941176470589,101
0,69,21,25.86928193,61.88321072,7.072923306,36.68284038,lentil,30.0,0.0,90
10,75,17,18.43966037,68.05394959,7.732194787999999,39.00992137,lentil,34.0,0.5882352941176471,102
30,61,18,27.14911056,67.02664337,6.157782589,52.50812701,lentil,36.333333333333336,1.6666666666666667,109
0,74,17,23.33375853,64.50515776,7.240988401,47.01510708,lentil,30.333333333333332,0.0,91
35,74,22,26.7230014,62.96841833,6.898905799,42.87274897,lentil,43.666666666666664,1.5909090909090908,131
7,63,24,19.55750776,64.45268309,6.818681086000002,53.04669416,lentil,31.333333333333332,0.2916666666666667,94
9,56,17,26.13708256,66.7729209,6.261937875,46.48280681,lentil,27.333333333333332,0.5294117647058824,82
14,74,15,27.99990346,65.57653373,6.493036868,49.94043064,lentil,34.333333333333336,0.9333333333333333,103
14,76,20,29.05941162,62.10652364,7.042474679,36.5011366,lentil,36.666666666666664,0.7,110
36,65,16,25.71269843,64.1123333,7.692013657,50.17067771,lentil,39.0,2.25,117
28,67,21,21.79792649,63.73086065,6.250994222999999,46.62370222,lentil,38.666666666666664,1.3333333333333333,116
28,79,16,24.70626432,60.26854183,6.0521848810000005,53.12442925,lentil,41.0,1.75,123
40,61,22,20.94981756,65.8108757,7.002216044,44.23913012,lentil,41.0,1.8181818181818181,123
10,70,19,24.84918386,68.98088448,7.272427638,41.61080544,lentil,33.0,0.5263157894736842,99
12,80,19,21.91041045,65.21662467,5.962001484,36.10211371,lentil,37.0,0.631578947368421,111
37,77,20,25.93381964,68.70533022,7.080506001,51.02372773,lentil,44.666666666666664,1.85,134
0,67,22,29.82112112,69.4073209,6.5937983870000005,51.56461082,lentil,29.666666666666668,0.0,89
7,73,25,27.52185591,63.13215259,7.28805662,45.20841071,lentil,35.0,0.28,105
10,56,18,27.99627907,68.6428593,7.32710972,46.10585191,lentil,28.0,0.5555555555555556,84
39,70,15,20.76774783,63.90164154,6.366355781,47.9271552,lentil,41.333333333333336,2.6,124
26,56,22,23.05276444,60.424786,7.011121216,52.60285259,lentil,34.666666666666664,1.1818181818181819,104
9,77,17,21.65845777,63.58337146,6.280725549,38.07659414,lentil,34.333333333333336,0.5294117647058824,103
4,59,19,26.25070298,67.62779652,7.621494566,40.8106299,lentil,27.333333333333332,0.21052631578947367,82
34,73,15,20.97195263,63.83179889,7.630424082999999,53.10207889,lentil,40.666666666666664,2.2666666666666666,122
33,77,15,23.89736406,66.32102048,7.802212437,40.74536757,lentil,41.666666666666664,2.2,125
2,24,38,24.55981624,91.63536236,5.922935513,111.9684622,pomegranate,21.333333333333332,0.05263157894736842,64
6,18,37,19.65690085,89.93701023,5.937649577999999,108.0458926,pomegranate,20.333333333333332,0.16216216216216217,61
8,26,36,18.78359608,87.4024767,6.804781106,102.5184759,pomegranate,23.333333333333332,0.2222222222222222,70
37,18,39,24.1469628,94.5110662,6.424670614,110.2316633,pomegranate,31.333333333333332,0.9487179487179487,94
0,27,38,22.44581266,89.90147027,6.7380162210000005,109.3905998,pomegranate,21.666666666666668,0.0,65
31,25,38,24.96273236,92.40501423,6.4973666770000005,109.4169192,pomegranate,31.333333333333332,0.8157894736842105,94
21,21,38,22.5526059,89.32594859999998,6.327673765,104.8955643,pomegranate,26.666666666666668,0.5526315789473685,80
6,30,40,22.77035608,91.45498527,6.36137446,106.9659201,pomegranate,25.333333333333332,0.15,76
25,27,41,19.20090378,94.27659596,6.9235093710000015,108.0423555,pomegranate,31.0,0.6097560975609756,93
15,11,38,23.12808226,92.68328358,6.630646082999999,109.3930157,pomegranate,21.333333333333332,0.39473684210526316,64
14,5,36,24.92639065,85.19098079,5.832525853,104.7693804,pomegranate,18.333333333333332,0.3888888888888889,55
16,10,41,24.77464458,85.63608688,6.738993954,105.7595811,pomegranate,22.333333333333332,0.3902439024390244,67
36,7,37,19.8671184,86.35590206,5.782435567,108.3168858,pomegranate,26.666666666666668,0.972972972972973,80
4,20,41,24.26601316,93.7974061,6.537042717,104.5375109,pomegranate,21.666666666666668,0.0975609756097561,65
29,22,40,23.62600218,89.73266695,6.145104401,107.6836871,pomegranate,30.333333333333332,0.725,91
16,15,42,19.67832052,89.08935702,6.890784045,108.5468633,pomegranate,24.333333333333332,0.38095238095238093,73
18,27,41,22.36509395,92.30882391,7.175344328,104.8216333,pomegranate,28.666666666666668,0.43902439024390244,86
11,18,42,21.57936934,94.88267728,5.938528744,102.8593382,pomegranate,23.666666666666668,0.2619047619047619,71
5,15,38,18.26233221,88.16779129,5.709380472,108.0756727,pomegranate,19.333333333333332,0.13157894736842105,58
18,23,44,23.71028128,89.61794165,6.184400085,105.64999070000002,pomegranate,28.333333333333332,0.4090909090909091,85
9,8,40,22.48720144,89.9224883,6.553509673,111.6631582,pomegranate,19.0,0.225,57
40,27,45,21.66024980000001,94.79397419,5.885638185,112.4349689,pomegranate,37.333333333333336,0.8888888888888888,112
22,23,44,20.13037175,89.31505137,6.1438746910000015,107.3416913,pomegranate,29.666666666666668,0.5,89
9,16,39,18.41164435,91.11927248,6.101198974,105.1834976,pomegranate,21.333333333333332,0.23076923076923078,64
12,29,40,19.68291173,89.75272999,6.594037135,111.2818551,pomegranate,27.0,0.3,81
0,17,42,23.20242586,91.19442671,6.8598408210000015,109.0946323,pomegranate,19.666666666666668,0.0,59
